epoch,loss,accuracy,emb,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,model
13,0.6866156856218973,0.8888888888888888,14.789015734637225,12.470760486744068,12.392680556685836,13.647272463198062,16.573227069996022,16.52061716715495,17.239057187680846,19.590227480287904,22.57416393138744,24.24400329589844,25.26915769223813,27.197490550853587,17.056212813765914,bert_uncased_L-12_H-768_A-12
14,0.5950609909163581,0.925925925925926,14.789199970386646,12.47038890697338,12.40515023690683,13.718919118245443,16.767072748254847,16.769322148075812,17.485370494701243,19.921033647325302,22.75515436243128,24.189156426323784,25.09174827293113,26.90513186984592,17.6473836545591,bert_uncased_L-12_H-768_A-12
15,0.4974117698492827,0.9814814814814816,14.78902703744394,12.47114520602756,12.415964903654876,13.77371597290039,16.94494840833876,17.008085745352286,17.731719122992622,20.312834704363787,22.974487587257663,24.11952209472656,24.889131051522718,26.54990895589193,18.400921715630425,bert_uncased_L-12_H-768_A-12
16,0.4050827743830504,1.0,14.789009941948784,12.471587287055122,12.425817701551647,13.8194825914171,17.072411431206596,17.195200319643373,17.95430020932798,20.65366405910916,23.1478508843316,24.060990227593315,24.70027838812934,26.257801762333624,19.033062405056423,bert_uncased_L-12_H-768_A-12
17,0.3217331513210579,1.0,14.789222576000071,12.472847550003618,12.435857702184606,13.864363352457682,17.159780431676793,17.362595169632524,18.194601553457755,21.01709930985062,23.317863181785302,24.01171027289497,24.53497568766276,26.028574060510707,19.491505375614874,bert_uncased_L-12_H-768_A-12
18,0.2588892005108021,1.0,14.789466716625071,12.474435170491535,12.442446955928096,13.899995026765046,17.24319288465712,17.489905039469402,18.362413477014613,21.252709847909436,23.43875178584346,23.979040922941984,24.43968285454644,25.857283415617765,19.806445369014032,bert_uncased_L-12_H-768_A-12
19,0.2010428800627037,1.0,14.789665222167969,12.475384606255425,12.446089426676432,13.927450109411168,17.303639871102792,17.58677249484592,18.51089844880281,21.468208595558448,23.549093740957755,23.948042975531685,24.375682689525465,25.68339623345269,20.02902249936704,bert_uncased_L-12_H-768_A-12
20,0.162481076463505,1.0,14.78990540681062,12.47548774436668,12.44969544587312,13.952458558259186,17.345300038655598,17.640360655608,18.613150985152632,21.65421379937066,23.62570020887587,23.92496292679398,24.31302925392433,25.579575150101277,20.15085856119792,bert_uncased_L-12_H-768_A-12
21,0.1194460212632461,1.0,14.790038073504412,12.475837848804614,12.452314306188512,13.97278156986943,17.366741604275173,17.65235830236364,18.65373456036603,21.770370765968604,23.68067310474537,23.90502421061198,24.28910036440249,25.54633472583912,20.24405783194083,bert_uncased_L-12_H-768_A-12
22,0.1062973486604513,1.0,14.790073253490307,12.476395924886068,12.45406398066768,13.986523663556136,17.37438597502532,17.633281566478587,18.645762690791376,21.79996970847801,23.706130698875143,23.892345852322048,24.28789944118924,25.56109364827474,20.30375897442853,bert_uncased_L-12_H-768_A-12
23,0.0795092428172076,1.0,14.790132451940464,12.47631510981807,12.456392500135632,14.00217663800275,17.38687698929398,17.63732401529948,18.658273484971787,21.828478777850115,23.726769341362846,23.885419492368342,24.28703138563368,25.592890704119647,20.34341473049588,bert_uncased_L-12_H-768_A-12
24,0.0719089560486652,1.0,14.790180065013743,12.475995240388093,12.459158155653212,14.01900185479058,17.407572428385418,17.662901984320747,18.685783527515557,21.854591369628903,23.74076221607349,23.882720947265625,24.279319480613427,25.618570963541668,20.371598844174983,bert_uncased_L-12_H-768_A-12
25,0.0617279820144176,1.0,14.790195323802807,12.475978286178025,12.46102057562934,14.029128745750144,17.416466889558016,17.685127117015696,18.72153981526693,21.905219749168115,23.762493557400173,23.88021794071904,24.268524169921875,25.616960313585068,20.398435522008825,bert_uncased_L-12_H-768_A-12
26,0.0527456833946484,1.0,14.790179076018156,12.475940845630786,12.462064954969618,14.032637136953849,17.4147536666305,17.702228828712745,18.758935433846933,21.96521702519169,23.788113911946613,23.87731198911313,24.25839459454572,25.586300602665656,20.421500594527632,bert_uncased_L-12_H-768_A-12
27,0.0476562110362229,1.0,14.79010687934028,12.476054438838252,12.462958583125362,14.030822612621169,17.403651908591943,17.714672371193213,18.79550185026946,22.03225736264829,23.81865776909722,23.87430374710648,24.252444514521844,25.510644135651766,20.442528194851345,bert_uncased_L-12_H-768_A-12
28,0.0404703848891788,1.0,14.790093457257306,12.476104736328123,12.463964109067565,14.03015207361292,17.398243091724538,17.72964859008789,18.828328874376083,22.09505914758753,23.84670850965712,23.871284767433448,24.24752468532986,25.406669899269385,20.460976070827908,bert_uncased_L-12_H-768_A-12
29,0.0354857163296805,1.0,14.7901163454409,12.47615362096716,12.464376378942418,14.029550340440538,17.396514044867622,17.735071818033855,18.841052585177952,22.112202962239586,23.85554391366464,23.87043197066696,24.247630366572626,25.40527541549117,20.46971709639938,bert_uncased_L-12_H-768_A-12
30,0.0328421371954458,1.0,14.790097271954572,12.47609117296007,12.464167277018229,14.029984226933232,17.395625502974898,17.716543126989293,18.82197994656033,22.08179304334853,23.845520302101416,23.87051419858579,24.24805450439453,25.4495349460178,20.475041424786603,bert_uncased_L-12_H-768_A-12
31,0.03018604170669,1.0,14.790101086651838,12.475816090901692,12.46461119475188,14.034150300202546,17.407527217158563,17.71597417195638,18.80767751623083,22.044802912959344,23.83255400481048,23.87104769106265,24.24572075737847,25.530533684624565,20.47561080367477,bert_uncased_L-12_H-768_A-12
32,0.0274204285470423,1.0,14.790131604229964,12.475606988977503,12.465253194173178,14.038019957365814,17.416091636375146,17.718921378806787,18.803678159360533,22.02652825249566,23.826980308250143,23.8705317179362,24.240958884910302,25.570934436939385,20.47760391235352,bert_uncased_L-12_H-768_A-12
33,0.0254389453265402,1.0,14.790158307110822,12.475507382993344,12.46626677336516,14.043333265516493,17.42809874923141,17.72915592900029,18.80972233525029,22.024431581850404,23.826735037344477,23.869064331054688,24.23290337456597,25.585092615198207,20.48088907312464,bert_uncased_L-12_H-768_A-12
34,0.0240774896961671,1.0,14.790178228307653,12.475353099681714,12.467098942509404,14.046965563738787,17.434961672182435,17.737906279387296,18.81706124764901,22.029822879367405,23.830011155870224,23.86698517975984,24.22668711344401,25.606114140263312,20.483532093189385,bert_uncased_L-12_H-768_A-12
35,0.021320309696926,1.0,14.79019730179398,12.47531509399414,12.467743767632378,14.049115357575593,17.43702570597331,17.744919105812354,18.827960826732493,22.04688658537688,23.838090119538485,23.86432026050709,24.221468890154803,25.62075240523727,20.486359631573716,bert_uncased_L-12_H-768_A-12
36,0.0191028685205512,1.0,14.790194476092305,12.475270165337456,12.468201248734086,14.049985814977576,17.4375166716399,17.751446476689093,18.839378356933597,22.06399225305628,23.846275329589844,23.86229168927228,24.21700456407335,25.633186057761865,20.488649156358505,bert_uncased_L-12_H-768_A-12
37,0.0190590783539745,1.0,14.79017271818938,12.4752030549226,12.468459376582391,14.049527203595195,17.43570469043873,17.756884963424117,18.85193775318287,22.084707189489293,23.85597511574074,23.860448201497395,24.213986149540656,25.64284939236111,20.49080940529152,bert_uncased_L-12_H-768_A-12
38,0.0166695911989167,1.0,14.790146863019023,12.475092993842232,12.468745337592232,14.050811485007957,17.439490424262154,17.764185304994935,18.863050955313224,22.097281844527632,23.86218798602069,23.859086778428814,24.211875915527344,25.64945786087601,20.491057501898872,bert_uncased_L-12_H-768_A-12
39,0.0164214936602446,1.0,14.79011168303313,12.47501966688368,12.46915958545826,14.052512557418256,17.442566765679253,17.770332053855615,18.873496444137007,22.10851881239149,23.86856926812066,23.857765480324076,24.207745022243923,25.64211894847729,20.492780614782266,bert_uncased_L-12_H-768_A-12
40,0.0153692505770811,1.0,14.790084838867188,12.474976574933088,12.469443851047092,14.0533693101671,17.442790843822337,17.77308428729022,18.880525942201967,22.118400856300635,23.873866328486688,23.856433161982785,24.203902067961515,25.64117092556424,20.494075775146484,bert_uncased_L-12_H-768_A-12
41,0.0147219485499792,1.0,14.790059124981916,12.47494238394278,12.469658463089557,14.053696950276692,17.4422897056297,17.77560085720486,18.885489145914715,22.12394601327401,23.876798276548037,23.85546196831597,24.202843842683016,25.650677151150173,20.49433842411748,bert_uncased_L-12_H-768_A-12
42,0.0140234272996032,1.0,14.79002465142144,12.47494125366211,12.46961424085829,14.053247663709852,17.44195627283167,17.776892485441984,18.884041397659868,22.117814805772568,23.87504351580585,23.855318705240887,24.205094231499565,25.66775314896195,20.49304269861292,bert_uncased_L-12_H-768_A-12
43,0.0122369615775015,1.0,14.789999078821252,12.474913561785662,12.469674710874203,14.05345379864728,17.44304445054796,17.77870051066081,18.88284965797707,22.110627633553964,23.872840881347656,23.85516385678892,24.206446047182435,25.674761171694158,20.492051866319443,bert_uncased_L-12_H-768_A-12
44,0.0121416209817484,1.0,14.789973082365814,12.474878381799767,12.469930719446252,14.05514837194372,17.448950873480904,17.785607514558016,18.885411439118563,22.106585749873407,23.87147550229673,23.85497764304832,24.205243711118342,25.67666965060764,20.492425424081308,bert_uncased_L-12_H-768_A-12
45,0.0114803598779771,1.0,14.789950335467305,12.474806608977142,12.470062962284794,14.056102328830296,17.453273490623193,17.79007551405165,18.886857774522568,22.101426866319443,23.870181048357928,23.85502850567853,24.20410664876302,25.67764451768663,20.492650208649813,bert_uncased_L-12_H-768_A-12
46,0.0113054754005538,1.0,14.789921513310183,12.474739922417534,12.469884236653646,14.055580139160156,17.45285203721788,17.788049627233434,18.884929515697337,22.096075269911022,23.86922172263817,23.855094344527632,24.20446240460431,25.680216188784,20.492826956289782,bert_uncased_L-12_H-768_A-12
47,0.0109303318033063,1.0,14.789885485613787,12.474648510968244,12.46974210385923,14.055295167145903,17.45289894386574,17.78687427662037,18.884611906828702,22.095267401801216,23.869767930772568,23.854903327094185,24.20345108597367,25.681846618652344,20.49373654966001,bert_uncased_L-12_H-768_A-12
48,0.009869551665529,1.0,14.789847338641133,12.474586769386574,12.469704239456744,14.054892928512007,17.452261182996963,17.78608548199689,18.885951854564524,22.09917930320457,23.87213897705078,23.85457441541884,24.2014651828342,25.68194947419343,20.49462608054832,bert_uncased_L-12_H-768_A-12
49,0.0096117034209547,1.0,14.789808343957972,12.474530396638093,12.469668353045428,14.055028844762733,17.452575966163916,17.785814497205948,18.885594120732065,22.09822760687934,23.872417591236257,23.854554352936923,24.200159426088685,25.68253100359881,20.494800426341868,bert_uncased_L-12_H-768_A-12
50,0.0098387622791859,1.0,14.789777826379847,12.474582813404224,12.469532719364873,14.05511403966833,17.451413048638237,17.78314067699291,18.882421846742982,22.09876759847005,23.873941774721494,23.854504338017215,24.19775927508319,25.68160671657986,20.495398344816984,bert_uncased_L-12_H-768_A-12
51,0.0093837380754175,1.0,14.789746319806136,12.47465670550311,12.469457273130065,14.0549685160319,17.44988943029333,17.780473497178818,18.881572582103587,22.10303129973235,23.876883330168543,23.85405787715205,24.195537425853587,25.6808432119864,20.49624619660554,bert_uncased_L-12_H-768_A-12
52,0.00850995681766,1.0,14.789727246319806,12.474690613923247,12.4694990935149,14.055598364935982,17.449919947871454,17.778329919885707,18.88054332026729,22.104879026059752,23.87802265308521,23.85352975350839,24.19383663601345,25.681125499584056,20.49635767053675,bert_uncased_L-12_H-768_A-12
53,0.0082234444303645,1.0,14.789708172833478,12.474681854248049,12.469698305483218,14.057170161494502,17.45235428986726,17.779994399459273,18.883368032949942,22.1095708211263,23.880159731264467,23.85281937210648,24.19114911114728,25.68100823296441,20.49704106648763,bert_uncased_L-12_H-768_A-12
54,0.0079316554108151,1.0,14.789704499421296,12.4746664541739,12.470004328974971,14.059526796694156,17.45716419926396,17.786056659839772,18.888461925365306,22.11521459508825,23.882280420373988,23.8521649395978,24.18804677327474,25.681021796332463,20.49785840069806,bert_uncased_L-12_H-768_A-12
55,0.0078984445512846,1.0,14.789703227855542,12.474639327437789,12.47034411960178,14.061493343777126,17.461347226743346,17.791759914822048,18.892383999294704,22.11685802318432,23.882710774739586,23.8516274911386,24.185443736888743,25.680804499873407,20.49808445683232,bert_uncased_L-12_H-768_A-12
56,0.007552789317237,1.0,14.78969093605324,12.474642435709637,12.470625418203849,14.06303165577076,17.46448870058413,17.79596173321759,18.89517918339482,22.115433869538485,23.882080925835503,23.851237544307,24.1839757848669,25.68074092158565,20.49792876066985,bert_uncased_L-12_H-768_A-12
57,0.0070697898217649,1.0,14.789675677264178,12.4746664541739,12.470850061487267,14.0641519052011,17.466759151882595,17.799758911132812,18.89860294483326,22.116324530707463,23.882679692021124,23.850879810474535,24.182768362539782,25.680272420247395,20.4976973357024,bert_uncased_L-12_H-768_A-12
58,0.0068929897172859,1.0,14.789660418475115,12.474667443169489,12.470991487856264,14.06459582293475,17.467801270661532,17.802880605061848,18.9030480561433,22.119652642144096,23.884737933123557,23.85055202907986,24.182084825303814,25.67998617666739,20.49743793628834,bert_uncased_L-12_H-768_A-12
59,0.0071385001625727,1.0,14.789640497278285,12.474656281647858,12.471140402334708,14.0647868403682,17.467906810619212,17.80471787629304,18.90686741581669,22.123005054615163,23.88710671884042,23.850238941333917,24.18220661304615,25.68036962438513,20.49692507143374,bert_uncased_L-12_H-768_A-12
60,0.0065945890490655,1.0,14.789619587085864,12.47464257699472,12.47123040093316,14.064587628399885,17.466915978325737,17.80554241604275,18.91054591426143,22.127789250126597,23.890039797182435,23.84988657633464,24.181946931061923,25.68041681360316,20.49683295355903,bert_uncased_L-12_H-768_A-12
61,0.0065427664839835,1.0,14.789605176007306,12.474628589771411,12.471314324273004,14.06423681753653,17.465141013816552,17.80519739786784,18.91298873336227,22.13141010425709,23.892394171820747,23.849568684895832,24.18172906946253,25.6804515697338,20.496593757911963,bert_uncased_L-12_H-768_A-12
62,0.0063623219073094,1.0,14.78959373191551,12.474598072193286,12.471377196135345,14.064261259856048,17.464364228425204,17.805065578884548,18.91441387600369,22.13265200014468,23.89368071379485,23.84945650453921,24.18145893238209,25.68108593976056,20.496385362413196,bert_uncased_L-12_H-768_A-12
63,0.0069859796548607,1.0,14.789581298828123,12.47457179316768,12.471508449978298,14.064763528329356,17.464886983235676,17.806869365550853,18.91670876962167,22.13409649884259,23.89463721381293,23.849378797743057,24.18123824508102,25.68229392722801,20.496218504729093,bert_uncased_L-12_H-768_A-12
64,0.0057967639252267,1.0,14.78956702903465,12.474568119755498,12.471656092890989,14.065469529893663,17.465685809100115,17.808538931387442,18.91807118168584,22.135267469618057,23.895200941297745,23.84924090350116,24.18103394684968,25.683629636411315,20.496139667652272,bert_uncased_L-12_H-768_A-12
65,0.0057345840010654,1.0,14.789554454662182,12.474575184009693,12.471835524947554,14.066283897117332,17.46664259168837,17.81036447595667,18.920146800853587,22.13767440230758,23.896458095974392,23.848990263762296,24.180653324833624,25.68473646375868,20.49615125302915,bert_uncased_L-12_H-768_A-12
66,0.00601507804391,1.0,14.78954032615379,12.474581259268302,12.472023857964407,14.066863024676287,17.467252095540363,17.81220174718786,18.92275110880534,22.140446133083767,23.897857666015625,23.84884558783637,24.1800053914388,25.685691550925927,20.496583020245588,bert_uncased_L-12_H-768_A-12
67,0.0054730927675134,1.0,14.789528882061994,12.4745522958261,12.472144374140989,14.067371368408203,17.467848036024307,17.81419273659035,18.9251858746564,22.142579255280676,23.89872459129051,23.84868734854239,24.179175200285734,25.68674045138889,20.49700023509838,bert_uncased_L-12_H-768_A-12
68,0.0054597565041923,1.0,14.789510797571252,12.474549893979672,12.472227591055413,14.067866855197485,17.468623125994647,17.816714534053094,18.927905612521705,22.144879941587096,23.899646900318288,23.8485432377568,24.17916700575087,25.688123632360387,20.4971923828125,bert_uncased_L-12_H-768_A-12
69,0.0052195608753848,1.0,14.789488757098162,12.47452191953306,12.47226658573857,14.068177964952255,17.46883561876085,17.817675979049117,18.928743291784212,22.14436368589048,23.8995440447772,23.848430774830007,24.179530956127024,25.689503987630207,20.496976216634117,bert_uncased_L-12_H-768_A-12
70,0.0050403452823283,1.0,14.789461065221715,12.47451118186668,12.472271672001591,14.068212155942565,17.469001628734446,17.81862230654116,18.929788801405167,22.14471322518808,23.89986306649667,23.848292880588108,24.179763793945312,25.690491852936923,20.49658047711408,bert_uncased_L-12_H-768_A-12
71,0.0049758111816589,1.0,14.789423907244649,12.474532939769604,12.472175456859448,14.067294791892722,17.467113494873047,17.817299171730323,18.92944124009874,22.14556008798105,23.90048415572555,23.848154138635707,24.18075618037471,25.692199141890917,20.49640274047852,bert_uncased_L-12_H-768_A-12
72,0.0047555884725793,1.0,14.789395367657695,12.474567272044997,12.472112161141856,14.066732335973668,17.46608423303675,17.81651390923394,18.92873255411784,22.143963566532843,23.900108337402344,23.84830192283348,24.182009661639174,25.69405704074436,20.496302851924188,bert_uncased_L-12_H-768_A-12
73,0.0047706564439943,1.0,14.789376294171367,12.474583095974392,12.472109335440177,14.0665853994864,17.465672810872395,17.8163737544307,18.92803333423756,22.140828167950666,23.898863898383247,23.848533347800927,24.182692068594477,25.69570979365596,20.4961420694987,bert_uncased_L-12_H-768_A-12
74,0.0046599185335691,1.0,14.78935722068504,12.474585073965567,12.47211300885236,14.06646050347222,17.464993088333696,17.816225122522425,18.928347834834344,22.14002227783203,23.898648862485533,23.84862179226345,24.182774296513312,25.69712829589844,20.496205930356627,bert_uncased_L-12_H-768_A-12
75,0.0045064078747398,1.0,14.789339983904805,12.47456713075991,12.472123463948568,14.066329108344185,17.46420457628038,17.81558382952655,18.927971451370805,22.13895896629051,23.89832249394169,23.84866587320964,24.182909930193865,25.698456940827548,20.496377026593244,bert_uncased_L-12_H-768_A-12
76,0.004379403139292,1.0,14.789325572826243,12.474539015028212,12.472175598144531,14.066190225106698,17.462822525589555,17.812871014630353,18.92391049420392,22.13191901312934,23.895584106445312,23.848825525354457,24.183667218243635,25.69985001175492,20.496255380135995,bert_uncased_L-12_H-768_A-12
77,0.0045752926919333,1.0,14.789303814923322,12.474517680980542,12.47216146963614,14.065561082628038,17.460853576660156,17.810006318268954,18.92098419754593,22.12734504982277,23.894000865794997,23.848978395815248,24.18459348325376,25.701329549153645,20.496035823115594,bert_uncased_L-12_H-768_A-12
78,0.0045277737684685,1.0,14.789283752441406,12.474484902841072,12.472171359592014,14.065181025752317,17.45985836452908,17.808942441587096,18.919977682608145,22.12584177652995,23.89374853063513,23.848974722403067,24.18490261501736,25.70222077546296,20.49595783374928,bert_uncased_L-12_H-768_A-12
79,0.004085632653355,1.0,14.789272167064526,12.474457493534794,12.472191987214265,14.06481100011755,17.45901545771846,17.8078859117296,18.918829882586444,22.123341313114874,23.89299887197989,23.84910555239077,24.185221354166668,25.70283395272714,20.495928022596573,bert_uncased_L-12_H-768_A-12
80,0.0040405320124355,1.0,14.789259875262225,12.47441864013672,12.47218788994683,14.064362419976128,17.457612496835214,17.806196848551433,18.91772997820819,22.12154981825087,23.892508330168543,23.849131266276043,24.18557032832393,25.703481886121963,20.49582968817817,bert_uncased_L-12_H-768_A-12
81,0.0041021129150909,1.0,14.789248431170428,12.474369331642434,12.472211767126012,14.06414540608724,17.45665599681713,17.804383595784504,18.916794105812357,22.119730631510414,23.891986988208917,23.849096792715567,24.185991640444158,25.704170509620948,20.49591205738209,bert_uncased_L-12_H-768_A-12
82,0.0038776624154437,1.0,14.789239812780307,12.474329347963687,12.472318296079282,14.064514725296586,17.457275673195166,17.804869757758247,18.917400501392507,22.119623254846644,23.89203502513744,23.849010608814385,24.185627690068,25.704329314055265,20.496012652361834,bert_uncased_L-12_H-768_A-12
83,0.0038038390878312,1.0,14.789236139368128,12.474281311035156,12.472459157307943,14.065114621762875,17.458394651059752,17.80650414360894,18.91923706619828,22.12103525797526,23.892692000777632,23.8488436098452,24.184555053710938,25.704052112720632,20.496056874593098,bert_uncased_L-12_H-768_A-12
84,0.0038586550616417,1.0,14.789225542986834,12.474235110812716,12.472588857014976,14.06580564710829,17.459697723388672,17.808181480125146,18.92123836941189,22.122286761248557,23.89336875632957,23.84866672092014,24.18343155472367,25.70369437888817,20.496252130579062,bert_uncased_L-12_H-768_A-12
85,0.0037708366203501,1.0,14.789217913592305,12.47420812536169,12.47275839911567,14.066724565294054,17.461542200159144,17.81097044768157,18.92446885285554,22.125522472240306,23.89485451027199,23.84849096227575,24.181786996346933,25.70296506528501,20.49660181116175,bert_uncased_L-12_H-768_A-12
86,0.0039370638594307,1.0,14.789206469500506,12.47417958577474,12.472887109827113,14.06748425519025,17.463487130624276,17.81342230902778,18.92682577062536,22.12757477936921,23.89575336597584,23.848321420175058,24.180429529260707,25.70248836941189,20.496773613823784,bert_uncased_L-12_H-768_A-12
87,0.0035366951315491,1.0,14.789191210711444,12.47416517469618,12.473003246166089,14.067918848108365,17.4646927162453,17.815133412679035,18.928839083071107,22.12956068250868,23.896800288447626,23.848157812047887,24.179221541793257,25.702191105595343,20.49696095784505,bert_uncased_L-12_H-768_A-12
88,0.0035976365346599,1.0,14.78917298493562,12.4741535893193,12.473127435754847,14.068285906756364,17.46555229469582,17.817100524902344,18.931451585557724,22.13285036440249,23.898380703396267,23.84799420392072,24.17801298918548,25.70197352656612,20.49717783044886,bert_uncased_L-12_H-768_A-12
89,0.0035884431994485,1.0,14.78915857385706,12.47415613245081,12.473222944471573,14.06846406724718,17.46594563236943,17.817960809778285,18.93273855138708,22.13460597285518,23.899292274757663,23.847947862413196,24.177288479275173,25.70192068594473,20.497300607186776,bert_uncased_L-12_H-768_A-12
90,0.0036725069706638,1.0,14.789142467357497,12.474145112214265,12.473320289894389,14.068866871021411,17.467036777072483,17.81922361585829,18.933681064181854,22.135333873607493,23.899723759403937,23.84794701470269,24.17650717276114,25.70190175374349,20.497497982449,bert_uncased_L-12_H-768_A-12
91,0.0032257524370733,1.0,14.78913512053313,12.474124202021846,12.473413679334852,14.069469169334129,17.468427587438512,17.82080304181134,18.934602949354385,22.135713930483217,23.899973268862123,23.84792638708044,24.175838046603733,25.70178618254485,20.497514512803814,bert_uncased_L-12_H-768_A-12
92,0.0035856083311416,1.0,14.789133001256872,12.474122789171007,12.47351582845052,14.06996621025933,17.469128078884548,17.822119112367982,18.936277601453995,22.13760715060764,23.90091535780165,23.84785489682798,24.17543481897425,25.70198285138165,20.497537542272497,bert_uncased_L-12_H-768_A-12
93,0.0035353133937826,1.0,14.78913865266023,12.474122789171007,12.473606674759475,14.070393738923247,17.46967852557147,17.823115737349898,18.93755778559932,22.138754385489005,23.90141155101635,23.84784528944228,24.175652115433305,25.702463785807293,20.497625704164857,bert_uncased_L-12_H-768_A-12
94,0.0032368060891275,1.0,14.789140630651405,12.47411996346933,12.473662764937789,14.070717564335576,17.470257511845343,17.82438603153935,18.938981374104817,22.13989625153718,23.90193967466001,23.847719263147425,24.17566624394169,25.702655933521413,20.49751338252315,bert_uncased_L-12_H-768_A-12
95,0.0034449841326999,1.0,14.789147412335431,12.474117702907986,12.47372704965097,14.0709228515625,17.470278845893013,17.824979428891783,18.93953167950665,22.13954049569589,23.901874683521413,23.847721806278937,24.17559475368924,25.703012537073207,20.49740303887261,bert_uncased_L-12_H-768_A-12
96,0.0032395489117199,1.0,14.789152216028285,12.474117702907986,12.473750926830151,14.07108787254051,17.470081470630788,17.825128060800058,18.939685397677952,22.13872923674407,23.901742158112704,23.84769637496383,24.175803855613427,25.703438652886284,20.49715395326968,bert_uncased_L-12_H-768_A-12
97,0.0034142943461322,1.0,14.789150096752026,12.474133244267216,12.47375996907552,14.071032347502532,17.46969802291305,17.82497208206742,18.93969472249349,22.13860829671224,23.901897571705007,23.847607365360968,24.17582476580585,25.70371048538773,20.497183623137296,bert_uncased_L-12_H-768_A-12
98,0.0033971968848534,1.0,14.789145434344256,12.474162490279586,12.473795714201753,14.071007057472512,17.46925919144242,17.82461166381836,18.93955965395327,22.13862412064164,23.90212701868128,23.847471449110245,24.17584087230541,25.70401848687066,20.49716553864656,bert_uncased_L-12_H-768_A-12
99,0.0031295751342204,1.0,14.7891397829409,12.474174075656467,12.473831883183232,14.07100310149016,17.468735306351274,17.823977576361763,18.939225938585068,22.13797590467665,23.902066831235533,23.847422847041376,24.17604601824725,25.70436689588759,20.49700136537905,bert_uncased_L-12_H-768_A-12
